Timestamp,RA,Dec,trackingRA,trackingDec
2026-04-24_05:57:20.389191,213.862758,18.972999,214.240136147,19.0574321747
2026-04-24_05:57:20.889947,213.863291,18.972705,214.240121841,19.0574035645
2026-04-24_05:57:50.934462,213.862257,18.972762,214.240336418,19.0572967529
2026-04-24_05:57:51.435201,213.862746,18.972495,214.240436554,19.0571498871
2026-04-24_05:58:22.481260,213.862231,18.97209,214.239964485,19.0574913025
2026-04-24_05:58:22.982001,213.861771,18.972367,214.239993095,19.0575027466
2026-04-24_05:58:55.029486,213.860969,18.97254,214.240465164,19.0571651459
2026-04-24_05:58:55.530249,213.861365,18.972408,214.240179062,19.057352066
2026-04-24_05:59:28.078485,213.860087,18.972842,214.240322113,19.0572032928
2026-04-24_05:59:28.579255,213.860928,18.972166,214.240336418,19.0572319031
2026-04-24_06:00:02.629717,213.85973,18.972701,214.240322113,19.0572319031
2026-04-24_06:00:03.130464,213.860252,18.972134,214.240078926,19.0574588776
2026-04-24_06:00:38.182410,213.85909,18.972381,214.239807129,19.0576610565
2026-04-24_06:00:38.683162,213.858797,18.972619,214.240250587,19.0573196411
2026-04-24_06:01:14.736647,213.858207,18.972214,214.240093231,19.0574226379
2026-04-24_06:01:15.237375,213.857776,18.97159,214.240107536,19.0574970245
2026-04-24_06:01:52.292289,213.858,18.972289,214.240036011,19.0575065613
2026-04-24_06:01:52.792998,213.857392,18.971825,214.239878654,19.0576457977
2026-04-24_06:02:30.849487,213.856928,18.97233,214.240193367,19.0573654175
2026-04-24_06:02:31.350176,213.856742,18.971495,214.239864349,19.057598114
2026-04-24_06:03:10.408062,213.855956,18.972398,214.240007401,19.0575237274
2026-04-24_06:03:10.908811,213.856286,18.972337,214.23989296,19.0575847626
2026-04-24_06:03:50.968254,213.855919,18.972015,214.240136147,19.0573863983
2026-04-24_06:03:51.469015,213.855587,18.972198,214.23989296,19.0575408936
2026-04-24_06:04:32.529848,213.854889,18.972062,214.240150452,19.0573673248
2026-04-24_06:04:33.030616,213.85481,18.97189,214.239821434,19.0575828552
2026-04-24_06:05:15.093009,213.85341,18.972647,214.239964485,19.0574913025
2026-04-24_06:05:15.593763,213.853343,18.972524,214.240036011,19.0574588776
2026-04-24_06:05:58.657609,213.85242,18.971627,214.240436554,19.0571136475
2026-04-24_06:05:59.158310,213.852636,18.971682,214.240365028,19.0572528839
2026-04-24_06:06:42.722890,213.851364,18.971648,214.240207672,19.0572681427
2026-04-24_06:06:43.223730,213.851646,18.971411,214.240221977,19.0573539734
2026-04-24_06:07:28.290494,213.850343,18.971613,214.239621162,19.057800293
2026-04-24_06:07:28.791176,213.849768,18.971908,214.239735603,19.0577125549
2026-04-24_06:08:14.859534,213.848323,18.971975,214.239993095,19.0575199127
2026-04-24_06:08:15.360256,213.848567,18.971785,214.240250587,19.0573062897
2026-04-24_06:09:02.430095,213.847429,18.971654,214.240293503,19.0572891235
2026-04-24_06:09:02.930947,213.848028,18.971131,214.240465164,19.0571746826
2026-04-24_06:09:51.002187,213.846979,18.971067,214.240121841,19.0573959351
2026-04-24_06:09:51.502863,213.84674,18.97102,214.240093231,19.0573863983
2026-04-24_06:10:40.575767,213.846025,18.971406,214.240336418,19.0572662354
2026-04-24_06:10:41.076496,213.846257,18.971411,214.240264893,19.0572929382
2026-04-24_06:11:31.150789,213.844916,18.971143,214.240121841,19.057346344
2026-04-24_06:11:31.651511,213.844595,18.971067,214.240078926,19.0574550629
2026-04-24_06:12:22.727344,213.843416,18.971098,214.240307808,19.0572052002
2026-04-24_06:12:23.228058,213.843464,18.971106,214.240336418,19.0573005676
2026-04-24_06:13:15.305278,213.841641,18.970823,214.239635468,19.0578231812
2026-04-24_06:13:15.806074,213.841222,18.971084,214.239578247,19.0578460693
2026-04-24_06:14:08.884804,213.840027,18.970611,214.239506721,19.0578899384
2026-04-24_06:14:09.385521,213.839569,18.971155,214.239664078,19.0577640533
2026-04-24_06:15:02.965057,213.838847,18.970612,214.239592552,19.0577983856
2026-04-24_06:15:03.465767,213.838434,18.971007,214.239706993,19.0576725006
2026-04-24_06:15:58.547469,213.837027,18.970722,214.240164757,19.0573883057
2026-04-24_06:15:59.048201,213.837122,18.970586,214.240179062,19.0573406219
2026-04-24_06:16:02.052655,213.837151,18.970645,214.240107536,19.0573577881
2026-04-24_06:16:05.057148,213.837037,18.970612,214.239964485,19.057477951
2026-04-24_06:16:08.562332,213.836645,18.97082,214.239964485,19.0575656891
2026-04-24_06:16:12.067523,213.836774,18.970373,214.239850044,19.0576839447
2026-04-24_06:16:15.071993,213.836855,18.970527,214.239778519,19.0577335358
2026-04-24_06:16:18.577202,213.836389,18.970572,214.239792824,19.0577087402
2026-04-24_06:16:25.086897,213.836176,18.970426,214.240207672,19.0573234558
2026-04-24_06:16:25.587622,213.836461,18.970254,214.240150452,19.057384491
2026-04-24_06:16:35.101737,213.835574,18.970672,214.239678383,19.0577392578
2026-04-24_06:16:35.602488,213.835508,18.970755,214.23995018,19.0575370789
2026-04-24_06:16:46.118081,213.835005,18.970785,214.23992157,19.0575027466
2026-04-24_06:16:46.618813,213.835076,18.970687,214.240121841,19.0573940277
2026-04-24_06:16:58.135881,213.835121,18.970515,214.240307808,19.0572986603
2026-04-24_06:16:58.636629,213.835222,18.970304,214.240393639,19.0572223663
2026-04-24_06:17:10.654419,213.834305,18.970722,214.239792824,19.0576858521
2026-04-24_06:17:11.155191,213.834303,18.970578,214.239621162,19.0577106476
2026-04-24_06:17:24.675273,213.834017,18.970609,214.239807129,19.0576667786
2026-04-24_06:17:25.175995,213.833794,18.970876,214.239606857,19.0577774048
2026-04-24_06:17:39.697570,213.834421,18.970091,214.239907265,19.0575428009
2026-04-24_06:17:40.198347,213.833608,18.970251,214.23992157,19.057598114
2026-04-24_06:17:55.721311,213.833585,18.969945,214.240293503,19.0572109222
2026-04-24_06:17:56.222046,213.833451,18.969754,214.24062252,19.0569972992
2026-04-24_06:18:12.746577,213.833192,18.968598,214.240164757,19.0573577881
2026-04-24_06:18:13.247291,213.833217,18.968737,214.240207672,19.0573253632
2026-04-24_06:18:30.272583,213.832449,18.969215,214.240093231,19.0574054718
2026-04-24_06:18:30.773290,213.832529,18.969075,214.23989296,19.0575675964
2026-04-24_06:18:49.300773,213.831849,18.969118,214.239835739,19.0576934814
2026-04-24_06:18:49.801523,213.831834,18.969077,214.239635468,19.0577487946
2026-04-24_06:19:08.829786,213.831499,18.968962,214.240050316,19.057477951
2026-04-24_06:19:09.330501,213.831706,18.968601,214.240050316,19.057466507
2026-04-24_06:19:29.860913,213.831234,18.968513,214.239850044,19.0576343536
2026-04-24_06:19:30.361748,213.830891,18.968891,214.239993095,19.0575046539
2026-04-24_06:19:51.893617,213.830638,18.968747,214.239764214,19.0577297211
2026-04-24_06:19:52.394351,213.830229,18.969009,214.239850044,19.0576667786
2026-04-24_06:20:14.927768,213.829655,18.968178,214.240279198,19.0573291779
2026-04-24_06:20:15.428512,213.829891,18.968034,214.240293503,19.0572490692
2026-04-24_06:20:38.462634,213.828772,18.968068,214.239635468,19.0577888489
2026-04-24_06:20:38.963431,213.828466,18.968431,214.239935875,19.0575885773
2026-04-24_06:21:03.499770,213.828832,18.967881,214.239649773,19.0578022003
2026-04-24_06:21:04.000547,213.828073,18.968687,214.240064621,19.0574226379
2026-04-24_06:21:29.538450,213.827576,18.968355,214.239821434,19.0575828552
2026-04-24_06:21:30.039292,213.827162,18.968318,214.239993095,19.0574684143
2026-04-24_06:21:56.578537,213.826438,18.96792,214.239807129,19.0576953888
2026-04-24_06:21:57.079353,213.826348,18.968181,214.239993095,19.0574512482
2026-04-24_06:22:24.620189,213.82516,18.968474,214.240064621,19.0574607849
2026-04-24_06:22:25.120950,213.825412,18.968255,214.240350723,19.0572414398
2026-04-24_06:22:53.663225,213.824087,18.96826,214.240093231,19.0574951172
2026-04-24_06:22:54.164055,213.82413,18.968209,214.239807129,19.0577220917
2026-04-24_06:23:23.207077,213.822944,18.96814,214.240179062,19.0573730469
2026-04-24_06:23:23.707856,213.823574,18.967913,214.240036011,19.0575046539
2026-04-24_06:23:53.752421,213.822215,18.967984,214.239749908,19.0577354431
2026-04-24_06:23:54.253156,213.822003,18.9682,214.239606857,19.0577392578
2026-04-24_06:24:25.299206,213.821043,18.968053,214.240121841,19.0574131012
2026-04-24_06:24:25.799980,213.821446,18.967821,214.240193367,19.0573425293
2026-04-24_06:24:58.348289,213.820483,18.967439,214.239821434,19.0576858521
2026-04-24_06:24:58.849078,213.819783,18.967962,214.240221977,19.0572547913
2026-04-24_06:25:31.898099,213.819173,18.967868,214.240179062,19.057302475
2026-04-24_06:25:32.398736,213.819031,18.967972,214.240293503,19.0572071075
2026-04-24_06:26:06.950102,213.817386,18.967987,214.240236282,19.0573005676
2026-04-24_06:26:07.450769,213.817442,18.967861,214.240293503,19.0572395325
2026-04-24_06:26:43.003622,213.816266,18.968054,214.240336418,19.0572242737
2026-04-24_06:26:43.504325,213.816313,18.967778,214.240450859,19.0571193695
2026-04-24_06:27:20.058606,213.814548,18.96809,214.240279198,19.0572929382
2026-04-24_06:27:20.559319,213.814756,18.967712,214.240150452,19.0573883057
2026-04-24_06:27:58.115085,213.813321,18.96815,214.239878654,19.0576171875
2026-04-24_06:27:58.615778,213.813391,18.968085,214.23995018,19.0575637817
2026-04-24_06:28:37.173051,213.812123,18.96775,214.239850044,19.0576248169
2026-04-24_06:28:37.673754,213.81173,18.967741,214.239807129,19.0576648712
2026-04-24_06:29:16.731702,213.810315,18.968116,214.23995018,19.0575275421
2026-04-24_06:29:17.232456,213.810218,18.967979,214.239864349,19.0575904846
2026-04-24_06:29:57.291842,213.808804,18.968016,214.239964485,19.0575504303
2026-04-24_06:29:57.792513,213.808917,18.968164,214.240007401,19.0575065613
2026-04-24_06:30:39.354223,213.807193,18.968364,214.239964485,19.0575523376
2026-04-24_06:30:39.855043,213.807155,18.968281,214.240078926,19.0574741364
2026-04-24_06:31:22.418180,213.806045,18.967801,214.240050316,19.0576343536
2026-04-24_06:31:22.918945,213.805588,18.96826,214.240007401,19.0574951172
2026-04-24_06:32:06.483544,213.804088,18.968515,214.240407944,19.0571041107
2026-04-24_06:32:06.984282,213.804182,18.968333,214.240393639,19.0571174622
2026-04-24_06:32:51.049724,213.802195,18.968788,214.240207672,19.0573272705
2026-04-24_06:32:51.550433,213.802386,18.968559,214.240050316,19.0574893951
2026-04-24_06:33:36.617371,213.800425,18.968668,214.240493774,19.056968689
2026-04-24_06:33:37.118089,213.80075,18.968239,214.240279198,19.0571899414
2026-04-24_06:34:23.687195,213.798146,18.969286,214.240121841,19.057346344
2026-04-24_06:34:24.187974,213.798177,18.968947,214.239964485,19.0576019287
2026-04-24_06:35:11.758504,213.796721,18.968814,214.23992157,19.0575637817
2026-04-24_06:35:12.259284,213.796358,18.969099,214.240336418,19.0571994781
2026-04-24_06:36:00.330627,213.794184,18.968976,214.240093231,19.0574531555
2026-04-24_06:36:00.831375,213.794361,18.968815,214.239649773,19.057888031
2026-04-24_06:36:50.404864,213.792174,18.969124,214.240050316,19.0575199127
2026-04-24_06:36:50.905633,213.792699,18.968714,214.239749908,19.0577411652
2026-04-24_06:37:40.979984,213.790456,18.968847,214.240350723,19.0571689606
2026-04-24_06:37:41.480801,213.790717,18.968621,214.240064621,19.0574741364
2026-04-24_06:38:33.057280,213.78888,18.968821,214.240136147,19.0573616028
2026-04-24_06:38:33.557996,213.788876,18.969036,214.240207672,19.057264328
2026-04-24_06:39:26.136062,213.786187,18.968418,214.23995018,19.0576229095
2026-04-24_06:39:26.636780,213.78639,18.968878,214.240221977,19.0572490692
2026-04-24_06:40:20.216351,213.783684,18.969145,214.240193367,19.0572872162
2026-04-24_06:40:20.717004,213.784079,18.968826,214.239778519,19.0577716827
2026-04-24_06:41:15.298064,213.78175,18.969489,214.240036011,19.0574588776
2026-04-24_06:41:15.798693,213.781722,18.969382,214.239664078,19.0579319
2026-04-24_06:42:11.381275,213.778953,18.970122,214.240279198,19.0571632385
2026-04-24_06:42:11.881982,213.779515,18.969497,214.239807129,19.0577602386
2026-04-24_06:42:14.385639,213.778849,18.970027,214.240021706,19.0574970245
2026-04-24_06:42:17.890889,213.778712,18.970196,214.239850044,19.0576992035
2026-04-24_06:42:20.895337,213.778715,18.970016,214.239621162,19.0579833984
2026-04-24_06:42:23.899758,213.778585,18.969768,214.240522385,19.0569610596
2026-04-24_06:42:27.404956,213.778304,18.970091,214.240064621,19.0574817657
2026-04-24_06:42:30.409474,213.778681,18.969489,214.239592552,19.0579910278
2026-04-24_06:42:36.418417,213.777668,18.969961,214.240107536,19.0574531555
2026-04-24_06:42:36.919167,213.777894,18.969443,214.239678383,19.0578842163
2026-04-24_06:42:46.433303,213.777292,18.970058,214.240007401,19.0575370789
2026-04-24_06:42:46.933975,213.777402,18.969811,214.239807129,19.057762146
2026-04-24_06:42:57.449708,213.777202,18.970255,214.240078926,19.0573806763
2026-04-24_06:42:57.950378,213.777307,18.969839,214.239964485,19.0575675964
2026-04-24_06:43:09.467483,213.776483,18.970215,214.23989296,19.0576477051
2026-04-24_06:43:09.968171,213.776616,18.97029,214.239935875,19.0576114655
2026-04-24_06:43:21.986052,213.776127,18.970348,214.240007401,19.0575065613
2026-04-24_06:43:22.486765,213.77628,18.970442,214.240179062,19.0573234558
2026-04-24_06:43:36.006824,213.775568,18.970504,214.239721298,19.0578155518
2026-04-24_06:43:36.507600,213.775252,18.970593,214.239964485,19.0575561523
2026-04-24_06:43:51.029140,213.775088,18.970473,214.240350723,19.0570793152
2026-04-24_06:43:51.529885,213.775298,18.970261,214.240250587,19.0572433472
2026-04-24_06:44:07.052864,213.773494,18.970651,214.239864349,19.0576515198
2026-04-24_06:44:07.553618,213.77367,18.970392,214.239592552,19.0579814911
2026-04-24_06:44:24.078194,213.772548,18.970849,214.239935875,19.0576286316
2026-04-24_06:44:24.578942,213.772717,18.970438,214.239578247,19.0580539703
2026-04-24_06:44:41.604189,213.771999,18.969615,214.240393639,19.0570220947
2026-04-24_06:44:42.104898,213.772398,18.96917,214.239749908,19.0578727722
2026-04-24_06:45:00.632414,213.771286,18.969346,214.239935875,19.057636261
2026-04-24_06:45:01.133148,213.770977,18.969591,214.239850044,19.0576839447
2026-04-24_06:45:20.662072,213.770398,18.969709,214.239964485,19.0575885773
2026-04-24_06:45:21.162866,213.770347,18.969835,214.239864349,19.0576877594
2026-04-24_06:45:41.693341,213.768668,18.969703,214.23997879,19.057559967
2026-04-24_06:45:42.194116,213.768931,18.969356,214.239864349,19.0576629639
2026-04-24_06:46:03.725999,213.767782,18.969947,214.239964485,19.057592392
2026-04-24_06:46:04.226778,213.768285,18.969314,214.239792824,19.0577049255
2026-04-24_06:46:26.259425,213.766986,18.968974,214.239649773,19.0579776764
2026-04-24_06:46:26.760219,213.766372,18.969868,214.240522385,19.0568618774
2026-04-24_06:46:50.295118,213.7664,18.968745,214.240365028,19.0570716858
2026-04-24_06:46:50.795905,213.765995,18.968746,214.240407944,19.0570411682
2026-04-24_06:47:15.332369,213.76471,18.969242,214.239835739,19.0577697754
2026-04-24_06:47:15.833073,213.764465,18.969574,214.240250587,19.0571727753
2026-04-24_06:47:41.371034,213.763643,18.969376,214.239964485,19.0575733185
2026-04-24_06:47:41.871723,213.763531,18.969626,214.23995018,19.0575962067
2026-04-24_06:48:07.910415,213.76274,18.969027,214.240179062,19.0573177338
2026-04-24_06:48:08.411135,213.762505,18.968924,214.240050316,19.0574474335
2026-04-24_06:48:35.952031,213.761429,18.969283,214.240078926,19.0574474335
2026-04-24_06:48:36.452840,213.761436,18.969055,214.239907265,19.057641983
2026-04-24_06:49:04.995109,213.759841,18.969973,214.239964485,19.0575466156
2026-04-24_06:49:05.495807,213.759952,18.96959,214.239735603,19.057882309
2026-04-24_06:49:35.039713,213.758855,18.969212,214.240350723,19.0570755005
2026-04-24_06:49:35.540424,213.758527,18.96942,214.239964485,19.057554245
2026-04-24_06:50:05.585010,213.756895,18.969716,214.240193367,19.0572681427
2026-04-24_06:50:06.085741,213.757377,18.969311,214.240021706,19.0575294495
2026-04-24_06:50:37.632484,213.755588,18.969144,214.23995018,19.057598114
2026-04-24_06:50:38.133268,213.755327,18.970192,214.240221977,19.057226181
2026-04-24_06:51:10.681596,213.753416,18.969719,214.240407944,19.0569229126
2026-04-24_06:51:11.182251,213.753566,18.969449,214.239907265,19.0576534271
2026-04-24_06:51:44.732053,213.751191,18.970168,214.240150452,19.0573291779
2026-04-24_06:51:45.232816,213.750997,18.970455,214.240164757,19.0572605133
2026-04-24_06:52:19.784076,213.749212,18.971737,214.239850044,19.0577831268
2026-04-24_06:52:20.284777,213.749328,18.97166,214.240193367,19.057258606
2026-04-24_06:52:55.837516,213.746797,18.971466,214.240050316,19.0574760437
2026-04-24_06:52:56.338270,213.747118,18.971762,214.240050316,19.0574169159
2026-04-24_06:53:32.892529,213.744465,18.971763,214.239935875,19.0576229095
2026-04-24_06:53:33.393217,213.744722,18.971626,214.240322113,19.0570468903
2026-04-24_06:54:10.448222,213.742985,18.972189,214.240179062,19.0571746826
2026-04-24_06:54:10.948979,213.742938,18.972087,214.239821434,19.0577659607
2026-04-24_06:54:49.005471,213.740037,18.972977,214.239935875,19.0576705933
2026-04-24_06:54:49.506166,213.740177,18.973029,214.240050316,19.0574474335
2026-04-24_06:55:29.064844,213.738306,18.973366,214.23997879,19.0575485229
2026-04-24_06:55:29.565536,213.738098,18.973334,214.239935875,19.057559967
2026-04-24_06:56:09.625042,213.735325,18.974057,214.240050316,19.0574321747
2026-04-24_06:56:10.125839,213.735255,18.973166,214.23992157,19.0576972961
2026-04-24_06:56:51.186678,213.732739,18.97458,214.240393639,19.0569152832
2026-04-24_06:56:51.687381,213.732562,18.973949,214.239807129,19.057844162
2026-04-24_06:57:33.749954,213.729254,18.974368,214.239964485,19.0575466156
2026-04-24_06:57:34.250630,213.728984,18.974943,214.240121841,19.0573558807
2026-04-24_06:58:17.815243,213.727252,18.97602,214.239721298,19.0580368042
2026-04-24_06:58:18.315960,213.725822,18.976151,214.239993095,19.0575199127
2026-04-24_06:59:02.882059,213.72366,18.976686,214.239778519,19.0578956604
2026-04-24_06:59:03.382754,213.723871,18.977603,214.239835739,19.0577411652
2026-04-24_06:59:48.950406,213.720982,18.977347,214.239621162,19.0580825806
2026-04-24_06:59:49.451131,213.720422,18.977839,214.240093231,19.0573730469
2026-04-24_07:00:36.020206,213.717921,18.97868,214.239835739,19.0578384399
2026-04-24_07:00:36.520942,213.717767,18.979322,214.239935875,19.0576534271
2026-04-24_07:01:24.091451,213.714879,18.980565,214.239850044,19.0578689575
2026-04-24_07:01:24.592284,213.714961,18.980469,214.240136147,19.0572471619
2026-04-24_07:02:13.164248,213.711545,18.982002,214.23995018,19.0576400757
2026-04-24_07:02:13.664992,213.711636,18.981393,214.240193367,19.0571842194
2026-04-24_07:03:03.238601,213.708456,18.982599,214.240136147,19.057264328
2026-04-24_07:03:03.739332,213.708663,18.982164,214.240422249,19.0567455292
2026-04-24_07:03:54.815044,213.705696,18.983455,214.240322113,19.0568675995
2026-04-24_07:03:55.315855,213.705658,18.982887,214.239935875,19.0576648712
2026-04-24_07:04:46.892354,213.701524,18.984379,214.240150452,19.057220459
2026-04-24_07:04:47.393055,213.701103,18.983948,214.240207672,19.0572128296
2026-04-24_07:05:39.971057,213.697026,18.986246,214.240193367,19.0571632385
2026-04-24_07:05:40.471773,213.697166,18.98548,214.240207672,19.0570678711
2026-04-24_07:06:34.051350,213.693241,18.987894,214.239993095,19.0576438904
2026-04-24_07:06:34.552036,213.693082,18.98791,214.23989296,19.0577487946
2026-04-24_07:07:29.133098,213.689068,18.988859,214.240236282,19.0569133759
2026-04-24_07:07:29.633859,213.689038,18.98863,214.240150452,19.0571479797
2026-04-24_07:08:25.216342,212.790348,21.587317,213.337769508,21.6652488708
2026-04-24_07:08:25.717126,212.792453,21.587209,213.349471092,21.6652488708
2026-04-24_07:08:28.721516,212.805034,21.587578,213.36104393,21.6655044556
2026-04-24_07:08:31.725982,212.817525,21.588002,213.372788429,21.6654186249
2026-04-24_07:08:35.231160,212.831885,21.587556,213.385362625,21.6653347015
2026-04-24_07:08:38.736373,212.847131,21.587308,213.397936821,21.6652488708
2026-04-24_07:08:42.241601,212.861376,21.58703,213.410453796,21.6653423309
2026-04-24_07:08:48.250555,212.886853,21.58685,213.433856964,21.6652488708
2026-04-24_07:08:48.751315,212.8888,21.586857,213.445558548,21.6652488708
2026-04-24_07:08:57.764620,212.926314,21.586997,213.473968506,21.6652488708
2026-04-24_07:08:58.265477,212.928529,21.586984,213.48567009,21.6652488708
2026-04-24_07:09:08.280248,212.970209,21.586915,213.517384529,21.6653347015
2026-04-24_07:09:08.780998,212.972489,21.587006,213.529114723,21.6652488708
2026-04-24_07:09:19.797357,213.018254,21.586961,213.565850258,21.6653347015
2026-04-24_07:09:20.298081,213.020345,21.586897,213.577537537,21.6653347015
2026-04-24_07:09:32.315934,213.070723,21.586676,213.617649078,21.6653347015
2026-04-24_07:09:32.816670,213.072865,21.586664,213.629350662,21.6653347015
2026-04-24_07:09:45.836100,212.640352,21.502807,213.186964989,21.5711021423
2026-04-24_07:09:46.336668,212.628713,21.498607,213.175020218,21.566778183
2026-04-24_07:10:00.357553,212.61457,21.495253,213.17463398,21.5667610168
2026-04-24_07:10:00.858254,212.614363,21.495175,213.174448013,21.5672264099
2026-04-24_07:10:15.880614,212.612988,21.495576,213.174533844,21.567117691
2026-04-24_07:10:16.381220,212.612528,21.496066,213.174777031,21.5663719177
2026-04-24_07:10:31.904305,212.611248,21.49665,213.174548149,21.5669555664
2026-04-24_07:10:32.405101,212.611087,21.496195,213.174448013,21.5671730042
2026-04-24_07:10:49.430347,212.610104,21.496175,213.174848557,21.5661525726
2026-04-24_07:10:49.931091,212.609765,21.496377,213.174819946,21.5662269592
2026-04-24_07:11:07.957843,212.607863,21.497808,213.174834251,21.5661869049
2026-04-24_07:11:08.458594,212.607942,21.497309,213.17466259,21.5666637421
2026-04-24_07:11:26.986011,212.605593,21.498893,213.1746912,21.5665359497
2026-04-24_07:11:27.486823,212.605374,21.498828,213.181943893,21.5663604736
2026-04-24_07:11:47.516543,212.686102,21.497318,213.256516457,21.5661354065
2026-04-24_07:11:48.017408,212.688289,21.497404,213.280506134,21.5687866211
2026-04-24_07:12:09.048493,213.670772,18.989269,214.240207672,19.057062149
2026-04-24_07:12:09.549205,213.670583,18.989196,214.240050316,19.0574054718
2026-04-24_07:12:31.581951,213.668703,18.991144,214.240078926,19.0572814941
2026-04-24_07:12:32.082608,213.668702,18.990826,214.240021706,19.0575199127
2026-04-24_07:12:55.116807,213.666933,18.992109,214.240150452,19.0571079254
2026-04-24_07:12:55.617529,213.666939,18.991618,214.240093231,19.0572681427
2026-04-24_07:13:19.653248,213.665144,18.992944,214.240179062,19.057050705
2026-04-24_07:13:20.153990,213.665097,18.992517,214.240036011,19.0575885773
2026-04-24_07:13:45.191117,213.662639,18.994458,214.23997879,19.0576000214
2026-04-24_07:13:45.691865,213.662735,18.994426,214.240107536,19.0572738647
2026-04-24_07:14:11.730463,213.660268,18.995507,214.239907265,19.0579242706
2026-04-24_07:14:12.231344,213.659965,18.995791,214.240050316,19.0574550629
2026-04-24_07:14:39.772129,213.657386,18.9963,214.240150452,19.0570774078
2026-04-24_07:14:40.272945,213.657674,18.996321,214.240050316,19.0575714111
2026-04-24_07:15:08.314458,213.655404,18.998396,214.239993095,19.0576324463
2026-04-24_07:15:08.815210,213.65538,18.998565,214.240164757,19.0571155548
2026-04-24_07:15:38.359075,213.653086,18.9992,214.240150452,19.0571060181
2026-04-24_07:15:38.859822,213.653027,18.999403,214.240050316,19.0574569702
2026-04-24_07:16:09.405116,213.650564,19.001387,214.240036011,19.0574607849
2026-04-24_07:16:09.905849,213.650649,19.001263,214.239993095,19.0576000214
2026-04-24_07:16:41.452673,213.648337,19.002715,214.240021706,19.057636261
2026-04-24_07:16:41.953449,213.648205,19.003126,214.240150452,19.0569953918
2026-04-24_07:17:14.001001,213.645816,19.004145,214.240150452,19.0571193695
2026-04-24_07:17:14.501776,213.645888,19.003993,214.23997879,19.0578231812
2026-04-24_07:17:47.550679,213.642691,19.006119,214.23995018,19.0577697754
2026-04-24_07:17:48.051433,213.642617,19.006409,214.240164757,19.0570316315
2026-04-24_07:18:22.602675,213.639807,19.007581,214.240164757,19.0570411682
2026-04-24_07:18:23.103456,213.63995,19.007634,214.23995018,19.0578632355
2026-04-24_07:18:58.656129,213.63702,19.009489,214.23997879,19.0577316284
2026-04-24_07:18:59.156868,213.636898,19.010042,214.240136147,19.0569953918
2026-04-24_07:19:35.210465,213.633832,19.012452,214.239878654,19.0582885742
2026-04-24_07:19:35.711219,213.633719,19.012812,214.240093231,19.0571517944
2026-04-24_07:20:12.766093,213.631004,19.013582,214.23992157,19.0580615997
2026-04-24_07:20:13.266869,213.630766,19.014511,214.240121841,19.0570354462
2026-04-24_07:20:51.323257,213.627782,19.015485,214.240107536,19.0572490692
2026-04-24_07:20:51.824013,213.627662,19.015901,214.240064621,19.0574169159
2026-04-24_07:21:31.382650,213.62465,19.018041,214.240093231,19.0571842194
2026-04-24_07:21:31.883397,213.624668,19.017916,214.240050316,19.0575561523
2026-04-24_07:22:11.942825,213.621419,19.01972,214.240121841,19.0569801331
2026-04-24_07:22:12.443615,213.621586,19.019785,214.239993095,19.0577793121
2026-04-24_07:22:53.504462,213.618173,19.022593,214.240093231,19.057100296
2026-04-24_07:22:54.005221,213.618073,19.022416,214.240007401,19.0577259064
2026-04-24_07:23:36.067573,213.61431,19.025464,214.240021706,19.0576782227
2026-04-24_07:23:36.568307,213.614328,19.025439,214.240093231,19.057220459
2026-04-24_07:24:19.632212,213.611001,19.027168,214.240050316,19.0572452545
2026-04-24_07:24:20.132872,213.611282,19.027347,214.239964485,19.0580406189
2026-04-24_07:25:04.198311,213.607548,19.030136,214.240007401,19.0574684143
2026-04-24_07:25:04.699052,213.607484,19.030113,214.240036011,19.0576152802
2026-04-24_07:25:49.765909,213.603865,19.032875,214.240036011,19.0573177338
2026-04-24_07:25:50.266658,213.60376,19.032813,214.239993095,19.057926178
2026-04-24_07:26:36.835686,213.600624,19.035794,214.240064621,19.0572547913
2026-04-24_07:26:37.336518,213.600584,19.035915,214.240036011,19.0578956604
2026-04-24_07:27:24.906981,213.597092,19.039047,214.240078926,19.057308197
2026-04-24_07:27:25.407700,213.596896,19.038691,214.240050316,19.0572490692
2026-04-24_07:28:13.479011,213.593824,19.042353,214.240036011,19.0576381683
2026-04-24_07:28:13.979700,213.593704,19.04227,214.240064621,19.0571517944
2026-04-24_07:29:03.052577,213.590174,19.045523,214.240036011,19.0574016571
2026-04-24_07:29:03.553301,213.59,19.045565,214.240064621,19.0573444366
2026-04-24_07:29:53.627557,213.586772,19.048112,214.240050316,19.0571861267
2026-04-24_07:29:54.128289,213.586715,19.048256,214.240050316,19.0575122833
2026-04-24_07:30:45.704795,213.582575,19.052679,214.240050316,19.0576705933
2026-04-24_07:30:46.205523,213.582961,19.052982,214.240036011,19.0576534271
2026-04-24_07:31:38.282822,213.579197,19.056835,214.240050316,19.0576190948
2026-04-24_07:31:38.783594,213.579503,19.056798,214.240036011,19.0578041077
2026-04-24_07:32:31.862268,213.575888,19.060192,214.240036011,19.0573482513
2026-04-24_07:32:32.363023,213.575803,19.06036,214.240050316,19.0575027466
2026-04-24_07:33:26.443249,213.571909,19.064015,214.240050316,19.0575428009
2026-04-24_07:33:26.944029,213.571949,19.064029,214.240021706,19.0573635101
2026-04-24_07:34:22.526438,213.568026,19.068013,214.240036011,19.0574970245
2026-04-24_07:34:23.027115,213.567965,19.068016,214.240036011,19.0574645996
