Timestamp,RA,Dec,trackingRA,trackingDec
2026-04-10_05:27:09.106709,211.04271,20.280171,211.368498802,20.3629341125
2026-04-10_05:28:00.683105,211.043108,20.279704,211.368713379,20.3629665375
2026-04-10_05:28:01.183895,211.042884,20.279736,211.36882782,20.3627738953
2026-04-10_05:28:53.761789,211.042836,20.280446,211.368570328,20.3631286621
2026-04-10_05:28:54.262570,211.042658,20.280191,211.36879921,20.3628387451
2026-04-10_05:29:47.841885,211.071729,20.280937,211.399469376,20.3631153107
2026-04-10_05:29:48.342691,211.074003,20.280965,211.412186623,20.36302948
2026-04-10_05:30:42.923509,211.522722,20.064196,211.850566864,20.1485671997
2026-04-10_05:30:43.424278,211.523438,20.064843,211.8501091,20.148639679
2026-04-10_05:31:39.006648,211.522664,20.065049,211.850523949,20.1483745575
2026-04-10_05:31:39.507319,211.522556,20.06496,211.850538254,20.1484718323
2026-04-10_05:31:42.011014,211.522829,20.065202,211.850209236,20.1485614777
2026-04-10_05:31:45.015544,211.522531,20.065151,211.85008049,20.1486110687
2026-04-10_05:31:48.520710,211.522198,20.065066,211.850295067,20.1485805511
2026-04-10_05:31:51.525132,211.522988,20.065192,211.850409508,20.1484107971
2026-04-10_05:31:54.529584,211.522795,20.065098,211.850309372,20.1485099792
2026-04-10_05:32:00.538513,211.522772,20.065131,211.850252151,20.148475647
2026-04-10_05:32:01.039289,211.522556,20.064896,211.850266457,20.1485824585
2026-04-10_05:32:10.052651,211.522398,20.065168,211.85008049,20.148683548
2026-04-10_05:32:10.553382,211.521971,20.065678,211.850395203,20.1484489441
2026-04-10_05:32:20.067445,211.521707,20.065187,211.85063839,20.148443222
2026-04-10_05:32:20.568246,211.522557,20.064991,211.850166321,20.148727417
2026-04-10_05:32:31.584505,211.522461,20.065229,211.850738525,20.1483592987
2026-04-10_05:32:32.085301,211.522807,20.064594,211.850194931,20.1485290527
2026-04-10_05:32:44.103072,211.522499,20.065179,211.850295067,20.1485519409
2026-04-10_05:32:44.603859,211.522561,20.065105,211.850137711,20.1485157013
2026-04-10_05:32:57.122362,211.521563,20.06541,211.850781441,20.1484241486
2026-04-10_05:32:57.623155,211.522691,20.064942,211.850137711,20.1485958099
2026-04-10_05:33:11.643879,211.522533,20.065042,211.850237846,20.1485366821
2026-04-10_05:33:12.144650,211.522009,20.065073,211.850380898,20.1484203339
2026-04-10_05:33:27.166956,211.521871,20.065157,211.850481033,20.1483192444
2026-04-10_05:33:27.667693,211.522384,20.064943,211.850667,20.1484870911
2026-04-10_05:33:43.691355,211.521788,20.064999,211.850652695,20.1482963562
2026-04-10_05:33:44.192163,211.52198,20.064818,211.850137711,20.1487293243
2026-04-10_05:34:01.217333,211.521606,20.06487,211.850237846,20.1485404968
2026-04-10_05:34:01.718118,211.521678,20.065132,211.850209236,20.1485652924
2026-04-10_05:34:19.244037,211.522002,20.064596,211.850352287,20.1485881805
2026-04-10_05:34:19.744786,211.521596,20.064858,211.850481033,20.1484889984
2026-04-10_05:34:38.772998,211.521532,20.065024,211.85069561,20.1484127045
2026-04-10_05:34:39.273741,211.521844,20.064735,211.850166321,20.1485366821
2026-04-10_05:34:58.802714,211.521392,20.064641,211.850066185,20.1485729218
2026-04-10_05:34:59.303460,211.521323,20.064989,211.850609779,20.1483020782
2026-04-10_05:35:20.334619,211.521735,20.065248,211.85072422,20.1483592987
2026-04-10_05:35:20.835397,211.522289,20.06517,211.850209236,20.1486129761
2026-04-10_05:35:42.868064,211.521106,20.065144,211.849780083,20.1487503052
2026-04-10_05:35:43.368806,211.521448,20.064983,211.850438118,20.1485023499
2026-04-10_05:36:06.402875,211.521308,20.065431,211.849765778,20.1488761902
2026-04-10_05:36:06.903674,211.520644,20.065567,211.850581169,20.1484851837
2026-04-10_05:36:30.939230,211.521961,20.065185,211.850209236,20.1484718323
2026-04-10_05:36:31.440030,211.521338,20.064936,211.850323677,20.148557663
2026-04-10_05:36:56.477129,211.521608,20.065545,211.850295067,20.1485118866
2026-04-10_05:36:56.977879,211.521423,20.065721,211.850237846,20.1484336853
2026-04-10_05:37:23.016420,211.5209,20.066052,211.850252151,20.1484699249
2026-04-10_05:37:23.517204,211.521649,20.065745,211.8501091,20.1487426758
2026-04-10_05:37:50.557286,211.521603,20.065802,211.850481033,20.1485099792
2026-04-10_05:37:51.058045,211.521269,20.066113,211.850495338,20.1483955383
2026-04-10_05:38:19.099570,211.57771,20.066264,211.909375191,20.1488685608
2026-04-10_05:38:19.600300,211.579896,20.066599,211.922221184,20.1487350464
2026-04-10_05:38:49.144125,211.704096,20.065926,212.035017014,20.1487350464
2026-04-10_05:38:49.644944,211.706243,20.065759,212.04761982,20.1486930847
2026-04-10_05:39:19.689314,211.832432,20.065295,212.162847519,20.1487350464
2026-04-10_05:39:20.190093,211.834475,20.065929,212.174563408,20.1487350464
2026-04-10_05:39:51.736887,211.966284,20.065713,212.296557426,20.1487350464
2026-04-10_05:39:52.237597,211.96817,20.065614,212.308330536,20.1486930847
2026-04-10_05:40:24.285079,212.101721,20.065292,212.432842255,20.1486930847
2026-04-10_05:40:24.785832,212.104308,20.065372,212.443699837,20.1486930847
2026-04-10_05:40:57.834741,212.242036,20.065366,212.573218346,20.1486930847
2026-04-10_05:40:58.335560,212.244205,20.06533,212.584834099,20.1487350464
2026-04-10_05:41:32.386015,212.386341,20.065266,212.716841698,20.1487350464
2026-04-10_05:41:32.886759,212.388488,20.065338,212.729387283,20.1487350464
2026-04-10_05:42:07.938626,212.534844,20.064883,212.865586281,20.1487350464
2026-04-10_05:42:08.439396,212.536735,20.065077,212.877373695,20.1486930847
2026-04-10_05:42:44.492793,212.688128,20.064712,213.018579483,20.1486930847
2026-04-10_05:42:44.993568,212.6904,20.064843,213.030281067,20.1486930847
2026-04-10_05:43:22.048429,211.03993,20.282143,211.368699074,20.3628845215
2026-04-10_05:43:22.549207,211.039518,20.282116,211.368312836,20.3632125854
2026-04-10_05:44:00.605580,211.039202,20.281802,211.368012428,20.3631324768
2026-04-10_05:44:01.106376,211.038273,20.282038,211.368670464,20.362947464
2026-04-10_05:44:40.164211,211.038754,20.282125,211.368355751,20.3631305695
2026-04-10_05:44:40.665104,211.038735,20.282216,211.368727684,20.3628959656
2026-04-10_05:45:20.724416,211.038598,20.282071,211.368641853,20.3629322052
2026-04-10_05:45:21.225191,211.038689,20.282044,211.368927956,20.3627090454
2026-04-10_05:46:02.286034,211.037734,20.28184,211.368813515,20.3627605438
2026-04-10_05:46:02.786826,211.038323,20.281828,211.36826992,20.363067627
2026-04-10_05:46:44.849132,211.037788,20.282262,211.368355751,20.3631267548
2026-04-10_05:46:45.349909,211.037538,20.282497,211.368784904,20.3627967834
2026-04-10_05:47:28.413720,211.148983,20.282657,211.480708122,20.3632450104
2026-04-10_05:47:28.914488,211.151062,20.282672,211.492495537,20.3631973267
